dhis2_facility_uid,dhis2_facility_name,dhis2_subcounty_uid,dhis2_subcounty_name,dhis2_district_uid,dhis2_district_name,dhis2_region
ZRSlOJrc5pi,Jaca Medical Centre HC III,nFhF5jPXNM8,Nyamwamba Division,aa8xVDzSpte,Kasese District,Tooro
sVrJn8E1ypr,Kabatunda HC III,pYK9GIYGHha,Kyabarungira Subcounty,aa8xVDzSpte,Kasese District,Tooro
Ka9xJMnirSH,Kabingo (Munkunyu) HC II,jxS8tyaOxom,Munkunyu Subcounty,aa8xVDzSpte,Kasese District,Tooro
uiiH4IURTuT,Kabirizi Lower HC II,r1CT8PzuM0D,Lake Katwe Subcounty,aa8xVDzSpte,Kasese District,Tooro
ViVCNsxZYF4,Kabirizi Upper HC II,jvma3lxo8f8,Kyarumba Subcounty,aa8xVDzSpte,Kasese District,Tooro
ByG7ghZu9YS,Kabughabugha HC II,nFhF5jPXNM8,Nyamwamba Division,aa8xVDzSpte,Kasese District,Tooro
KhvLQSeeHZM,Kagando Hospital,visIHzhmZfi,Kisinga Kagando Town Council,aa8xVDzSpte,Kasese District,Tooro
lqrRTtqKqZn,Kahendero HC II,gzw1SzvRwhp,Muhokya Subcounty,aa8xVDzSpte,Kasese District,Tooro
j3kOByZMdZu,Kahokya HC II,r1CT8PzuM0D,Lake Katwe Subcounty,aa8xVDzSpte,Kasese District,Tooro
dUTmAyJW63T,Kalibu HC III,HnJdqBFEw34,Kilembe Subcounty,aa8xVDzSpte,Kasese District,Tooro
ddyKbsaL8AT,Kalingwe HC II,ZwgfKE1W71u,Kisinga Subcounty,aa8xVDzSpte,Kasese District,Tooro
XVWLWELsXtq,Kamasasa HC II,aOlMtRebTz8,Karambi Bukonzo Subcounty,aa8xVDzSpte,Kasese District,Tooro
d8PB5YdEJ4P,Kamukumbi HC II,NUIvwbo2SFh,Isango Subcounty,aa8xVDzSpte,Kasese District,Tooro
aXspFLZSsut,Kanamba HC III,wVRNuBQptIz,Karusandara Subcounty,aa8xVDzSpte,Kasese District,Tooro
hSxonAXpBbW,Kanyatsi HC II,aYH223NvQM9,Kitholhu Subcounty,aa8xVDzSpte,Kasese District,Tooro
a8xSlfCfK8l,Karambi (Kasese) HC III,aOlMtRebTz8,Karambi Bukonzo Subcounty,aa8xVDzSpte,Kasese District,Tooro
XOOHZdLmPvN,Karusandara HC III,wVRNuBQptIz,Karusandara Subcounty,aa8xVDzSpte,Kasese District,Tooro
DUIjxnnEApZ,Kasanga Phc HC III,atNffeiZvJ7,Lubiriha Town Council,aa8xVDzSpte,Kasese District,Tooro
iJYEAsvfKhf,Kasangali HC II,JStHLwEQslP,Bwesumbu Subcounty,aa8xVDzSpte,Kasese District,Tooro
V3oWlkpBLx1,Kasenyi HC II,r1CT8PzuM0D,Lake Katwe Subcounty,aa8xVDzSpte,Kasese District,Tooro
nBDPw7Qhd7r,Kasese 307 Bde UPDF (Kavera) HC III,DHWHrDD2bPf,Kitswamba Subcounty,aa8xVDzSpte,Kasese District,Tooro
bvqfuXEH13c,Kasese Community Health Center HC III,Lrz2RTu4m7z,Central Division (Kasese MC),aa8xVDzSpte,Kasese District,Tooro
uP6aB3kBOdH,Kasese Hospital,Lrz2RTu4m7z,Central Division (Kasese MC),aa8xVDzSpte,Kasese District,Tooro
TnvJjgILYIg,Kasese Kayanja HC II Govt,cXuZrvRWFcg,Nyakiyumbu Subcounty,aa8xVDzSpte,Kasese District,Tooro
XI4OsjZYmtZ,Kasese Municipal Council HC III,nFhF5jPXNM8,Nyamwamba Division,aa8xVDzSpte,Kasese District,Tooro
xjlzfFpQMEP,Kasese Police HC II,Lrz2RTu4m7z,Central Division (Kasese MC),aa8xVDzSpte,Kasese District,Tooro
ADDvxOPehhO,Kasika HC II,ykAaC6ZBwGO,Rukoki Subcounty,aa8xVDzSpte,Kasese District,Tooro
QS4gdVLVfuN,Katholhu HC II,cXuZrvRWFcg,Nyakiyumbu Subcounty,aa8xVDzSpte,Kasese District,Tooro
c39yKQqyCK3,Katodoba UMSC HC III,Lrz2RTu4m7z,Central Division (Kasese MC),aa8xVDzSpte,Kasese District,Tooro
aDXqJo50tE6,Katooke HC II,O95WxDWc3nj,Bugoye Subcounty,aa8xVDzSpte,Kasese District,Tooro
ai5Sfj3nu9K,Katunguru HC II,r1CT8PzuM0D,Lake Katwe Subcounty,aa8xVDzSpte,Kasese District,Tooro
n5XFXJQhdtb,Katwe (Kabatoro) HC III,d4oc9mO8c7a,Kabatoro Town Council,aa8xVDzSpte,Kasese District,Tooro
Kn6t9pxwTTv,Kayanzi HC II,cXuZrvRWFcg,Nyakiyumbu Subcounty,aa8xVDzSpte,Kasese District,Tooro
ytsBUQOxou7,Kibiri HC II,gzw1SzvRwhp,Muhokya Subcounty,aa8xVDzSpte,Kasese District,Tooro
xvDC7X4Fs6o,Kibirizi HC II,O95WxDWc3nj,Bugoye Subcounty,aa8xVDzSpte,Kasese District,Tooro
svmZ7QK3nod,Kiburara HC II,ZwgfKE1W71u,Kisinga Subcounty,aa8xVDzSpte,Kasese District,Tooro
ZvInvD1GJbd,Kigoro/Kasika HC II,ykAaC6ZBwGO,Rukoki Subcounty,aa8xVDzSpte,Kasese District,Tooro
BRH5EkhM62G,Kihyo HC II,DHWHrDD2bPf,Kitswamba Subcounty,aa8xVDzSpte,Kasese District,Tooro
edthEPGV3v4,Kikyo HC II,txhaIBaEbrA,Ihandiro Subcounty,aa8xVDzSpte,Kasese District,Tooro
atf1FkRg80J,Kilembe HC II,qQPApRF5J28,Bulembia Division,aa8xVDzSpte,Kasese District,Tooro
fq4icBr2Q9P,Kilembe Mines Hospital,qQPApRF5J28,Bulembia Division,aa8xVDzSpte,Kasese District,Tooro
An4WDnoSfY0,Kinyabwamba HC III,DHWHrDD2bPf,Kitswamba Subcounty,aa8xVDzSpte,Kasese District,Tooro
YGIoDeKaKA5,Kinyamaseke HC III,BbmNcju6YB0,Kinyamaseke Town Council,aa8xVDzSpte,Kasese District,Tooro
Ca8lwHLatQa,Kiraro HC II,aYH223NvQM9,Kitholhu Subcounty,aa8xVDzSpte,Kasese District,Tooro
aGxRIz1sJ3d,Kirembe HC II,Lrz2RTu4m7z,Central Division (Kasese MC),aa8xVDzSpte,Kasese District,Tooro
UUw0XSNRQqu,Kisamba HC II,O95WxDWc3nj,Bugoye Subcounty,aa8xVDzSpte,Kasese District,Tooro
arteeRlvbh7,Kisolholho HC II,aOlMtRebTz8,Karambi Bukonzo Subcounty,aa8xVDzSpte,Kasese District,Tooro
aDEsACuMGHZ,Kitholhu HC III,aYH223NvQM9,Kitholhu Subcounty,aa8xVDzSpte,Kasese District,Tooro
OOJMUm6aMR4,Kitswamba HC III,DHWHrDD2bPf,Kitswamba Subcounty,aa8xVDzSpte,Kasese District,Tooro
TgFtB4qTvsh,Kyabikere HC II,aYH223NvQM9,Kitholhu Subcounty,aa8xVDzSpte,Kasese District,Tooro
ZfQi879OeAI,Kyambogho Clinic HC III,atNffeiZvJ7,Lubiriha Town Council,aa8xVDzSpte,Kasese District,Tooro
x9UQiPG3QAk,Kyambogho SDA Clinic HC III,atNffeiZvJ7,Lubiriha Town Council,aa8xVDzSpte,Kasese District,Tooro
lpNOI5JV4px,Kyanya SDA HC II,VBrVhVxTU7W,Maliba Subcounty,aa8xVDzSpte,Kasese District,Tooro
zRoj2Cm4CHr,Kyarumba HC III,oPJZYyyJOF7,Kyarumba Town Council,aa8xVDzSpte,Kasese District,Tooro
MwpYp4lsw9D,Kyarumba Phc HC III,oPJZYyyJOF7,Kyarumba Town Council,aa8xVDzSpte,Kasese District,Tooro
PryeJSoBxSs,Kyemihoko HC II,nFhF5jPXNM8,Nyamwamba Division,aa8xVDzSpte,Kasese District,Tooro
DWFZOBH1pRV,Kyempara HC II,NUIvwbo2SFh,Isango Subcounty,aa8xVDzSpte,Kasese District,Tooro
aDb2aA9qRxt,Kyondo HC III,aQM5mVi0TJ6,Kyondo Subcounty,aa8xVDzSpte,Kasese District,Tooro
OHSQd2FWUzu,Lake Katwe Prison Clinic,r1CT8PzuM0D,Lake Katwe Subcounty,aa8xVDzSpte,Kasese District,Tooro
aSwcfLNBhx2,Maghoma HC II,O95WxDWc3nj,Bugoye Subcounty,aa8xVDzSpte,Kasese District,Tooro
UshPWo8oKzc,Mahango HC III,qp4HY08HICB,Mahango Subcounty,aa8xVDzSpte,Kasese District,Tooro
Nre05wUvCJL,Maliba HC III,VBrVhVxTU7W,Maliba Subcounty,aa8xVDzSpte,Kasese District,Tooro
jgW3U2iN1PY,Maliba Prison Clinic,VBrVhVxTU7W,Maliba Subcounty,aa8xVDzSpte,Kasese District,Tooro
XL2ofb3VSUz,MBH Maternity Centre HC III,atNffeiZvJ7,Lubiriha Town Council,aa8xVDzSpte,Kasese District,Tooro
qWz35RRtgYD,Mbunga HC II,HnJdqBFEw34,Kilembe Subcounty,aa8xVDzSpte,Kasese District,Tooro
B8NYlYZSA5v,Miriam Medical Centre HC III,nFhF5jPXNM8,Nyamwamba Division,aa8xVDzSpte,Kasese District,Tooro
jn1BMJnJ104,Mother Mary Medical Center HC III,Lrz2RTu4m7z,Central Division (Kasese MC),aa8xVDzSpte,Kasese District,Tooro
JQppJoF6jC0,Mpondwe Moslem HC II,atNffeiZvJ7,Lubiriha Town Council,aa8xVDzSpte,Kasese District,Tooro
OMTL4FcwFul,Mt. Rwenzori Medical Centre HC III (Central Division),Lrz2RTu4m7z,Central Division (Kasese MC),aa8xVDzSpte,Kasese District,Tooro
zQnrgvCtwnk,Mt. Rwenzori Medical Centre HC III (Nyamwamba Division),nFhF5jPXNM8,Nyamwamba Division,aa8xVDzSpte,Kasese District,Tooro
hd8ZVWcybiP,Mubuku Clinic HC II,Lrz2RTu4m7z,Central Division (Kasese MC),aa8xVDzSpte,Kasese District,Tooro
VpPU5Bhp3Nj,Mubuku Irrigation HC II,nFhF5jPXNM8,Nyamwamba Division,aa8xVDzSpte,Kasese District,Tooro
HjhLsl0DHSQ,Mubuku Kisojo HC II,VBrVhVxTU7W,Maliba Subcounty,aa8xVDzSpte,Kasese District,Tooro
al3dwgwyMOl,Mubuku Prison HC II,VBrVhVxTU7W,Maliba Subcounty,aa8xVDzSpte,Kasese District,Tooro
adi1kexjGfB,Muhindi HC II,cXuZrvRWFcg,Nyakiyumbu Subcounty,aa8xVDzSpte,Kasese District,Tooro
KuCGJjeYQS4,Muhokya HC III,gzw1SzvRwhp,Muhokya Subcounty,aa8xVDzSpte,Kasese District,Tooro
lGAhRBCmDzT,Mukathi HC III,VBrVhVxTU7W,Maliba Subcounty,aa8xVDzSpte,Kasese District,Tooro
j2ooeLJ6j3q,Munkunyu HC II,jxS8tyaOxom,Munkunyu Subcounty,aa8xVDzSpte,Kasese District,Tooro
X3ZIaE3ccDb,Mushenene HC III,cXuZrvRWFcg,Nyakiyumbu Subcounty,aa8xVDzSpte,Kasese District,Tooro
XdQsGt0TQkA,Mweya HC II,r1CT8PzuM0D,Lake Katwe Subcounty,aa8xVDzSpte,Kasese District,Tooro
uIyvgXNXHmG,Nkoko HC II,DHWHrDD2bPf,Kitswamba Subcounty,aa8xVDzSpte,Kasese District,Tooro
XyxKGf6XkIE,Nyabirango Prison Clinic,visIHzhmZfi,Kisinga Kagando Town Council,aa8xVDzSpte,Kasese District,Tooro
fIF70rtNGDv,Nyabirongo HC III,visIHzhmZfi,Kisinga Kagando Town Council,aa8xVDzSpte,Kasese District,Tooro
JbyNRdK814R,Nyabugando HC III,atNffeiZvJ7,Lubiriha Town Council,aa8xVDzSpte,Kasese District,Tooro
IcuUef7OC5T,Nyakabingo HC II,ykAaC6ZBwGO,Rukoki Subcounty,aa8xVDzSpte,Kasese District,Tooro
Qo6Yl2KCs1f,Nyakatonzi Good Care Samaritan HC II,IkJ8rVHyW5X,Nyakatonzi Subcounty,aa8xVDzSpte,Kasese District,Tooro
hFgQuKoVTTW,Nyakatonzi HC II,IkJ8rVHyW5X,Nyakatonzi Subcounty,aa8xVDzSpte,Kasese District,Tooro
NIY73zF93pM,Nyakimasa HC II,a8kUiWFtuPS,Bwera Subcounty,aa8xVDzSpte,Kasese District,Tooro
KIxk9RDic7e,Nyamirami HC IV,gzw1SzvRwhp,Muhokya Subcounty,aa8xVDzSpte,Kasese District,Tooro
IB67tAj9WAO,Nyangonge HC II,O95WxDWc3nj,Bugoye Subcounty,aa8xVDzSpte,Kasese District,Tooro
ajcmYoJ4qIl,Nyangorongo HC II,VBrVhVxTU7W,Maliba Subcounty,aa8xVDzSpte,Kasese District,Tooro
FMuDvIgW0wX,Paper Fig Foundation HC II,nFhF5jPXNM8,Nyamwamba Division,aa8xVDzSpte,Kasese District,Tooro
aW8cWfpUrpF,Prime Medical Centre HC III,nFhF5jPXNM8,Nyamwamba Division,aa8xVDzSpte,Kasese District,Tooro
J2rJdLgHbr5,Railway HC II,Lrz2RTu4m7z,Central Division (Kasese MC),aa8xVDzSpte,Kasese District,Tooro
ba1LabtE1fG,Rukoki HC IV,nFhF5jPXNM8,Nyamwamba Division,aa8xVDzSpte,Kasese District,Tooro
siid5CZlfWv,Rukoki Prison Clinic,ykAaC6ZBwGO,Rukoki Subcounty,aa8xVDzSpte,Kasese District,Tooro
MfrOih2CtcR,Rwenzori Mt. Services HC III,O95WxDWc3nj,Bugoye Subcounty,aa8xVDzSpte,Kasese District,Tooro
KSrm1cFNorS,Rwesande HC IV,pYK9GIYGHha,Kyabarungira Subcounty,aa8xVDzSpte,Kasese District,Tooro
EBSCVsdna0I,Saluti HC II,nFhF5jPXNM8,Nyamwamba Division,aa8xVDzSpte,Kasese District,Tooro
s4FnxCrzMw6,St. Elizabeth HC III,nFhF5jPXNM8,Nyamwamba Division,aa8xVDzSpte,Kasese District,Tooro
Qh9kLj8ETu6,St. Francis Of Assis-Kitabu HC III,jvma3lxo8f8,Kyarumba Subcounty,aa8xVDzSpte,Kasese District,Tooro
ZhSuvqvWUin,St. Paul (Kasese) HC IV,Lrz2RTu4m7z,Central Division (Kasese MC),aa8xVDzSpte,Kasese District,Tooro
s0bh5ySSTH0,Bangi Maternity Home HC II,a6kSPA6WRKJ,Kassanda Town Council,Pvl4FVXO0RD,Kassanda District,North Central
WfelwMzSPgY,Bbira HC II,hvnUpdP9036,Makokoto Subcounty (Kassanda District),Pvl4FVXO0RD,Kassanda District,North Central
CiNybZErM6Q,Bukuya HC III,yWYw37S44Ku,Bukuya Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
oqpQTfNAJJw,Buseregenyu HC III,axzucZKOidY,Kitumbi Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
auXkVE7IUoq,Bweyongedde HC II,azuXegJHaV5,Kalwana Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
XIBVS2DVc57,Kabulubutu HC II,azuXegJHaV5,Kalwana Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
feLLvJVqKPW,Kakungube HC II,omOX1GefJV8,Nalutuntu Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
vSPwh0RCueD,Kassanda HC IV,a6kSPA6WRKJ,Kassanda Town Council,Pvl4FVXO0RD,Kassanda District,North Central
fQSolUENTro,Kassanda Prison HC II,a6kSPA6WRKJ,Kassanda Town Council,Pvl4FVXO0RD,Kassanda District,North Central
fpk1pbQkxoe,Kigalama (Mubende) HC II,x2N6BwYSFr8,Myanzi Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
dK6URDbvHgL,Kiganda HC IV,wwh3Av3jOqm,Kiganda Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
avQJxIeVNUF,Kikandwa HC III,azuXegJHaV5,Kalwana Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
zLZPKeOejRb,Kiryanongo HC II,wwh3Av3jOqm,Kiganda Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
LoLoHmDsEna,Kitokolo HC II,yWYw37S44Ku,Bukuya Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
XbtCBT0kEDF,Kyakatebe HC II,omOX1GefJV8,Nalutuntu Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
bb5lvBxzAdy,Kyakiddu HC II,axzucZKOidY,Kitumbi Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
oUhXrWJEwRI,Kyanamugera HC II,omOX1GefJV8,Nalutuntu Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
xJYEThISKXQ,Kyasansuwa HC II,DKdF7P7ky4F,Manyogaseka Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
IKZjsjGvotC,Kyato HC II,axzucZKOidY,Kitumbi Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
PEWPGWSHd0K,Lwangiri HC II,azuXegJHaV5,Kalwana Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
rr8AazXJAON,Makokoto HC II,hvnUpdP9036,Makokoto Subcounty (Kassanda District),Pvl4FVXO0RD,Kassanda District,North Central
SzkdofjSTEj,Makonzi (Mubende) HC II,a6kSPA6WRKJ,Kassanda Town Council,Pvl4FVXO0RD,Kassanda District,North Central
GIh6CqfNzgM,Mubende Kasaana HC II,x2N6BwYSFr8,Myanzi Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
lB4cs5RihRp,Mundadde HC II,axzucZKOidY,Kitumbi Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
MlMuBEoqA9y,Musozi HC III,wwh3Av3jOqm,Kiganda Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
ausfaeGjscI,Myanzi HC III,x2N6BwYSFr8,Myanzi Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
Muqrt432HME,Myanzi Prison HC II,x2N6BwYSFr8,Myanzi Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
aQJllMQZqQC,Nabugondo HC II,Ouh6VmmBKOE,Kassanda Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
UaXRxjLJJ6m,Nalutuntu HC III,omOX1GefJV8,Nalutuntu Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
y0jyxLYHviR,Namabaale HC II,Ouh6VmmBKOE,Kassanda Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
RWazBHkVBZw,Nyamwasa HC II,axzucZKOidY,Kitumbi Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
Cl3gUL8UEj8,Peoples' Medical Centre HC III,a6kSPA6WRKJ,Kassanda Town Council,Pvl4FVXO0RD,Kassanda District,North Central
vh8cOiWZOv9,ST. Gabriel Mirembe Maria HC III,a6kSPA6WRKJ,Kassanda Town Council,Pvl4FVXO0RD,Kassanda District,North Central
ZSC1XbtGdzq,St. Luke HC II,yWYw37S44Ku,Bukuya Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
Ae8byorr2lF,St. Matia Mulumba HC III,wwh3Av3jOqm,Kiganda Subcounty,Pvl4FVXO0RD,Kassanda District,North Central
J2JiemiIQvD,Aakum HC II,y1iun1mJXWa,Usuk Subcounty,cSrCFjPKqcG,Katakwi District,Teso
fFMFDu21aWq,Aketa HC III,bZBIK5nSjJS,Ongongoja Subcounty,cSrCFjPKqcG,Katakwi District,Teso
usd4FQttAvy,Akoboi HC II,Y4NFDi1A36x,Katakwi Subcounty,cSrCFjPKqcG,Katakwi District,Teso
go8pa2yrjbk,Akurao HC II,vJLeTItF2kD,Toroma Subcounty,cSrCFjPKqcG,Katakwi District,Teso
QdaoAlMf1Tz,Aliakamer HC III,Y4NFDi1A36x,Katakwi Subcounty,cSrCFjPKqcG,Katakwi District,Teso
kWVEqgcD75e,Astu HC IV,SCdTXGoDrqJ,Katakwi Town Council,cSrCFjPKqcG,Katakwi District,Teso
HhXrRF3LWHT,Bisina HC II,LmtC4nnHnZr,Ngariam Subcounty,cSrCFjPKqcG,Katakwi District,Teso
aEStYD0dNAF,Damasiko HC II,ciYirJoS2bT,Kapujan Subcounty,cSrCFjPKqcG,Katakwi District,Teso
uRzFsC6osk8,Kapujan HC III,ciYirJoS2bT,Kapujan Subcounty,cSrCFjPKqcG,Katakwi District,Teso
uMfcDfwxWR7,Katakwi COU Aliakamer HC II,Y4NFDi1A36x,Katakwi Subcounty,cSrCFjPKqcG,Katakwi District,Teso
l5XOgabZp4j,Katakwi Hospital,SCdTXGoDrqJ,Katakwi Town Council,cSrCFjPKqcG,Katakwi District,Teso
BwG7tdA2QUw,Katakwi Joint Medical Clinic,SCdTXGoDrqJ,Katakwi Town Council,cSrCFjPKqcG,Katakwi District,Teso
V8OdiScWoBe,Katakwi Police HC II,SCdTXGoDrqJ,Katakwi Town Council,cSrCFjPKqcG,Katakwi District,Teso
HXq1Fb10i3f,Katakwi Prisons HC II,SCdTXGoDrqJ,Katakwi Town Council,cSrCFjPKqcG,Katakwi District,Teso
gQIMeHy1J7q,Kokorio HC II,ciYirJoS2bT,Kapujan Subcounty,cSrCFjPKqcG,Katakwi District,Teso
EEwBWZQ7Qre,Koritok HC II,y1iun1mJXWa,Usuk Subcounty,cSrCFjPKqcG,Katakwi District,Teso
VZvZyX8jBB4,Magoro HC III,VnaniHNwR1S,Magoro Subcounty,cSrCFjPKqcG,Katakwi District,Teso
MAvQEQLvOdl,Ngariam COU HC II,LmtC4nnHnZr,Ngariam Subcounty,cSrCFjPKqcG,Katakwi District,Teso
XHgTvnlWtW0,Ngariam HC III,LmtC4nnHnZr,Ngariam Subcounty,cSrCFjPKqcG,Katakwi District,Teso
IRSPu9HXn42,Okoocho HC II,bZBIK5nSjJS,Ongongoja Subcounty,cSrCFjPKqcG,Katakwi District,Teso
gHgAmLu49BZ,Olilim HC II,B4c4U2wA0w0,Palam Subcounty,cSrCFjPKqcG,Katakwi District,Teso
VHA8sLMGFZd,Omodoi HC II,Y5n22tapmhs,Omodoi Subcounty,cSrCFjPKqcG,Katakwi District,Teso
Qii1Y1bj3Be,Ongongoja HC II,bZBIK5nSjJS,Ongongoja Subcounty,cSrCFjPKqcG,Katakwi District,Teso
entiI5xAKZs,Opeta HC II,VnaniHNwR1S,Magoro Subcounty,cSrCFjPKqcG,Katakwi District,Teso
KDkEBufisia,Palam HC II,B4c4U2wA0w0,Palam Subcounty,cSrCFjPKqcG,Katakwi District,Teso
K87qlHUOEaJ,School of Field Artilery and Air Defence HC III,B4c4U2wA0w0,Palam Subcounty,cSrCFjPKqcG,Katakwi District,Teso
vGFHvU2m9uE,St. Anne Usuk HC III,y1iun1mJXWa,Usuk Subcounty,cSrCFjPKqcG,Katakwi District,Teso
ayC0ZVq8bSp,St. Kevin Toroma HC III,Y5n22tapmhs,Omodoi Subcounty,cSrCFjPKqcG,Katakwi District,Teso
Vdrd1FtUOrc,Toroma HC IV,vJLeTItF2kD,Toroma Subcounty,cSrCFjPKqcG,Katakwi District,Teso
aqVk5wVqyQf,Abc Maternity Home Clinic,eN59rRkxQhi,Kangulumira Subcounty,ykxQEnZGXkj,Kayunga District,North Central
SC1rAlJqGGu,Acute Health Care HC II,oWRTyNICPdf,Nazigo Subcounty,ykxQEnZGXkj,Kayunga District,North Central
ar9kKTWanyC,Anna Medical Clinic,aJedGfomkcr,Busaana Subcounty,ykxQEnZGXkj,Kayunga District,North Central
kyTQy9cpiBY,Bakule Clinic,CDtQkwtnyAH,Kayunga Town Council,ykxQEnZGXkj,Kayunga District,North Central
Wa12OZ94h0d,Basimamental Clinic Centre,CDtQkwtnyAH,Kayunga Town Council,ykxQEnZGXkj,Kayunga District,North Central
nM0YmaHmm5E,Bask Medical Clinic,IlAqwJZzL40,Wabwoko-Kitimbwa Subcounty,ykxQEnZGXkj,Kayunga District,North Central
ptIo7ouXsPw,Bbaale HC IV,eFewDBgvkUo,Bbaale Subcounty,ykxQEnZGXkj,Kayunga District,North Central
IE6tqozkgow,Bk Life Care Clinic,CDtQkwtnyAH,Kayunga Town Council,ykxQEnZGXkj,Kayunga District,North Central
vLBLyQLmtcI,Blessing Med. Clinic,CDtQkwtnyAH,Kayunga Town Council,ykxQEnZGXkj,Kayunga District,North Central
a47xmIDwZrm,Boots Clinic,IlAqwJZzL40,Wabwoko-Kitimbwa Subcounty,ykxQEnZGXkj,Kayunga District,North Central
mXx7w17TUqb,Bugerere Nursing Home,CDtQkwtnyAH,Kayunga Town Council,ykxQEnZGXkj,Kayunga District,North Central
VzSXA2ZxOPq,Bukamba HC II,oWRTyNICPdf,Nazigo Subcounty,ykxQEnZGXkj,Kayunga District,North Central
M5345bsh4Nw,Bukolooto Health Centre,CDtQkwtnyAH,Kayunga Town Council,ykxQEnZGXkj,Kayunga District,North Central
di1Z12IwZYW,Bulawula HC II,IlAqwJZzL40,Wabwoko-Kitimbwa Subcounty,ykxQEnZGXkj,Kayunga District,North Central
UN3lcl5OAuc,Bulawula Prison HC II,IlAqwJZzL40,Wabwoko-Kitimbwa Subcounty,ykxQEnZGXkj,Kayunga District,North Central
aXN9vlaqvJx,Busaale HC II,wXKdvmz0nrv,Kayunga Subcounty,ykxQEnZGXkj,Kayunga District,North Central
tygjL7jdMkp,Busaana Parents Clinic,aJedGfomkcr,Busaana Subcounty,ykxQEnZGXkj,Kayunga District,North Central
zcKswPk0OtD,Busaana Prison Clinic,aJedGfomkcr,Busaana Subcounty,ykxQEnZGXkj,Kayunga District,North Central
aLmtlWu249T,Busana HC III,aJedGfomkcr,Busaana Subcounty,ykxQEnZGXkj,Kayunga District,North Central
KSISbkevj03,Buyobe HC II,wXKdvmz0nrv,Kayunga Subcounty,ykxQEnZGXkj,Kayunga District,North Central
vyffusNAYMr,Cani Medical Centre,eN59rRkxQhi,Kangulumira Subcounty,ykxQEnZGXkj,Kayunga District,North Central
G6Bf87Z8uTY,Care Health Services Uganda HC II,CDtQkwtnyAH,Kayunga Town Council,ykxQEnZGXkj,Kayunga District,North Central
FKrZbilgoE9,Dauntena Med. Clinic,oWRTyNICPdf,Nazigo Subcounty,ykxQEnZGXkj,Kayunga District,North Central
dhZCuMPwpYC,Doctors Clinic,CDtQkwtnyAH,Kayunga Town Council,ykxQEnZGXkj,Kayunga District,North Central
K5UNaJTsHtP,Ebenezer Med.  Clinic,K0e77mVF7y6,Kayonza Subcounty (Kayunga District),ykxQEnZGXkj,Kayunga District,North Central
ds7wqlsatAp,Family Clinic,eN59rRkxQhi,Kangulumira Subcounty,ykxQEnZGXkj,Kayunga District,North Central
ermL6NuOcmE,Fellowship Medical Clinic HC II,CDtQkwtnyAH,Kayunga Town Council,ykxQEnZGXkj,Kayunga District,North Central
OI9iFC8cwsU,Galilaya Prison Clinic,ajyWVVmNSuc,Galiraaya Subcounty,ykxQEnZGXkj,Kayunga District,North Central
yZIc8DX7kUx,Galiraya HC III,ajyWVVmNSuc,Galiraaya Subcounty,ykxQEnZGXkj,Kayunga District,North Central
NgV6V5nkzC8,J&J Clinic,CDtQkwtnyAH,Kayunga Town Council,ykxQEnZGXkj,Kayunga District,North Central
qMnemruquVv,Jera Maternity Centre,CDtQkwtnyAH,Kayunga Town Council,ykxQEnZGXkj,Kayunga District,North Central
MDGlMTj9UbK,Jonathan Medical Centre,CDtQkwtnyAH,Kayunga Town Council,ykxQEnZGXkj,Kayunga District,North Central
BjafLa6b086,Jwj Medical Clinic,CDtQkwtnyAH,Kayunga Town Council,ykxQEnZGXkj,Kayunga District,North Central
al5qS1dmOg6,K .G. Ogutateganya Clinic,CDtQkwtnyAH,Kayunga Town Council,ykxQEnZGXkj,Kayunga District,North Central
FrtjTEDytpS,Kakiika HC II,joyz7BH8DXG,Kayonza Kayunga Subcounty,ykxQEnZGXkj,Kayunga District,North Central
RSFwMQwN99b,Kangulumira HC IV,eN59rRkxQhi,Kangulumira Subcounty,ykxQEnZGXkj,Kayunga District,North Central
jAkXsSQHYAZ,Kangulumira I.H.P HC II,eN59rRkxQhi,Kangulumira Subcounty,ykxQEnZGXkj,Kayunga District,North Central
